id,internal_signal_score
medquad_6033,0.451442640155441
medquad_10765,1.0
medquad_1354,1.0
medquad_13604,0.8848955191905209
medquad_1960,1.0
medquad_13866,1.0
medquad_5744,1.0
medquad_10155,1.0
medquad_14040,0.8880905390677282
medquad_1135,0.4309453736627287
medquad_584,0.6972248459762969
medquad_3655,0.9438888888888889
medquad_6401,1.0
medquad_10571,0.99
medquad_4744,0.043560612723612877
medquad_7006,0.9743061669435216
medquad_4519,0.3946949067070096
medquad_3661,0.9739865501008742
medquad_13069,0.8923397358685174
medquad_11931,0.9609777015437393
medquad_10751,1.0
medquad_10282,0.02723186202566964
medquad_6040,1.0
medquad_1289,0.39417689928382527
medquad_4433,0.99
medquad_162,0.3646879659862234
medquad_1013,0.44422150968287144
medquad_12082,0.9554098391623568
medquad_5758,0.4309453736627287
medquad_7182,0.043560612723612877
medquad_8284,1.0
medquad_15859,0.44422150968287144
medquad_14499,0.8527163310499445
medquad_2018,0.39417689928382527
medquad_6708,0.3941320075993191
medquad_10345,1.0
medquad_2376,0.8978799702433311
medquad_10753,0.44422150968287144
medquad_2451,0.451442640155441
medquad_2790,0.5015553538633761
medquad_5378,0.4309453736627287
medquad_15825,1.0
medquad_5231,0.99
medquad_10325,1.0
medquad_13752,0.9369698174509961
medquad_8473,0.451442640155441
medquad_15686,0.9727589515437393
medquad_9803,0.4309453736627287
medquad_15259,0.938367622679045
medquad_1103,0.451442640155441
medquad_12865,0.9135376720453736
medquad_9582,0.0266239900231818
medquad_13987,0.9340028909021398
medquad_9774,1.0
medquad_14385,0.98
medquad_11268,0.8797767253856129
medquad_11164,0.8836849660656783
medquad_13092,0.39604355830344107
medquad_13406,0.043560612723612877
medquad_1132,0.9083860902149159
medquad_9133,0.44422150968287144
medquad_13784,0.451442640155441
medquad_9804,1.0
medquad_8368,0.39417689928382527
medquad_6794,1.0
medquad_3299,0.9673043529709708
medquad_15642,1.0
medquad_156,0.9683193027037059
medquad_1277,0.451442640155441
medquad_2305,0.877368710691824
medquad_4516,0.96
medquad_380,0.39417689928382527
medquad_5829,1.0
medquad_9361,0.9912389380530974
medquad_5921,0.9112048385465558
medquad_12139,0.9460158715925394
medquad_1602,0.3941320075993191
medquad_7610,1.0
medquad_9695,1.0
medquad_3215,0.807871764553767
medquad_13902,1.0
medquad_11377,0.8354107509706141
medquad_5006,0.8691548488918024
medquad_7132,0.043560612723612877
medquad_9275,1.0
medquad_8590,1.0
medquad_4861,0.0266239900231818
medquad_6049,1.0
medquad_3481,0.9348789570378745
medquad_15648,1.0
medquad_6055,1.0
medquad_1243,0.39417689928382527
medquad_11815,1.0
medquad_14793,1.0
medquad_3468,0.44422150968287144
medquad_13548,0.9491876275138442
medquad_10277,0.026251196870292266
medquad_8797,0.0266239900231818
medquad_7061,0.9745157850818228
medquad_15135,0.9221042807210345
medquad_155,0.8161146577267884
medquad_14276,0.9131636285190379
medquad_11113,0.9247127664621441
medquad_5193,0.9667985403423807
medquad_6566,0.9717812499999999
medquad_3351,0.3447287234042553
medquad_5804,0.9017760568307183
medquad_4730,0.026251196870292266
medquad_247,0.5488782631431565
medquad_6822,0.0266239900231818
medquad_9452,0.026251196870292266
medquad_9127,0.04116644735229648
medquad_1009,0.3941320075993191
medquad_11343,1.0
medquad_11292,0.9294804557670777
medquad_6251,0.8975468882575415
medquad_2114,0.3941320075993191
medquad_4817,0.9340508398234024
medquad_9042,0.02723186202566964
medquad_4274,0.8796277314466397
medquad_15158,0.04116644735229648
medquad_6602,0.043560612723612877
medquad_10137,0.026251196870292266
medquad_4498,0.8761261751822065
medquad_1379,0.39417689928382527
medquad_5004,0.02723186202566964
medquad_7824,0.4753180969888767
medquad_10339,1.0
medquad_8793,0.44422150968287144
medquad_10461,0.9610592685398182
medquad_924,0.9830238726790451
medquad_4923,0.931063759353355
medquad_10106,0.8448519113558846
medquad_11592,0.9724533715925395
medquad_8265,1.0
medquad_4319,0.9756
medquad_2882,0.8930805464933219
medquad_15485,0.02723186202566964
medquad_11996,0.9580543815684002
medquad_3067,1.0
