id,hybrid_meta_score
588f2de394c1512c50000001,0.7886947750726705
5a6f960fb750ff445500005c,0.8692773621784211
58a6b98860087bc10a000028,0.10083410239036722
5c928958ecadf2e73f000017,0.9684963680940698
5d3856ca7bc3fee31f000016,0.16846249095237115
5e2dbf48fbd6abf43b00001a,0.21420706438700404
530cf4e0c8a0b4a00c000004,0.8586390652189206
5e44c76f48dab47f26000022,0.09741387812483844
5e806ff7835f4e4777000027,0.15208876514121653
5a7240aa2dc08e987e00000d,0.8744285080261076
5cd96f33a49efeb44c000004,0.9096678030525502
53443b13aeec6fbd0700000e,0.0952851779782198
5c8972d4d558e5f232000006,0.18985229360536945
533c3af6c45e13371400000d,0.9257428674113011
531375a6e3eabad021000011,0.8994662901125806
51766e438ed59a060a000031,0.89857740438082
5d35e421b3a638076300000d,0.6860124628587221
601dc46c1cb411341a000050,0.1876036874467902
5c928afeecadf2e73f000018,0.13833666266785982
532f0b2cd6d3ac6a3400002c,0.8910308994710271
58dbbdac8acda3452900001e,0.16688727958533134
52c7311903868f1b0600001d,0.8244358122505954
60490dc71cb411341a000167,0.14418258536830816
5be2a070133db5eb78000013,0.7376194637095342
56c079b1ef6e394741000022,0.8859676016379024
5544f3005beec11c10000008,0.09115230947131636
5363bad27d100faa0900000e,0.8740264134946172
602496791cb411341a00009d,0.8885114980668637
56e30dd551531f7e33000016,0.9270199896606057
53262cdcd6d3ac6a34000003,0.8423297288768157
58dd2cb08acda34529000029,0.13396960654975137
5c5217fd7e3cb0e231000005,0.3399971917371421
515df98f298dcd4e51000030,0.14309976900243196
5e42d1a748dab47f26000010,0.7501388638696308
550e866271445a662f000005,0.7738742693279584
6025d9e41cb411341a0000b7,0.12181084870036211
61f7d4da882a024a10000033,0.18024897099674064
587f7a69d8d850a152000001,0.7137602801007149
5c7161f47c78d69471000066,0.9153309058842638
5c74111f7c78d694710000a1,0.8044764948612076
61f58a1a882a024a10000009,0.14345660942441602
5162e9df298dcd4e5100004b,0.1063579436212321
587e07023ec846c24f000001,0.7227145240081422
