id,is_correct,internal_signal_score,semantic_entropy,se_normalized,is_normalized,hybrid_0.5_0.5
medquad_10687,True,0.9997821586157759,2.1413194661271846,0.9311033946338144,0.9997821619726194,0.9654427783032169
medquad_3429,False,0.9999881024281347,1.9477556643611316,0.8469366386903115,0.9999881067398945,0.923462372715103
medquad_6743,False,0.9989680857859741,1.9962939017789987,0.8680423720216657,0.9989680853681406,0.9335052286949032
medquad_2953,True,0.9985278999753149,1.7871846294519445,0.7771160266570164,0.9985278975164366,0.8878219620867265
medquad_2668,False,0.999998553965508,2.2942641026216686,0.9976078431683474,0.9999985583257291,0.9988032007470382
medquad_5117,False,0.9997794270538428,2.14399522894326,0.9322668883958118,0.9997794303980206,0.9660231593969162
medquad_5634,True,0.0003548374468251847,0.971314986441399,0.42235392497037477,0.00035020667871915926,0.21135206582454696
medquad_4475,False,0.999999502203122,2.17514873274356,0.9458132711761729,0.9999995065677398,0.9729063888719564
medquad_2240,False,0.9999996059015351,2.260090330140497,0.9827481661944061,0.999999610266634,0.9913738882305201
medquad_2104,False,0.9998994193293697,1.9610845655374742,0.8527324040248868,0.9998994232299253,0.9263159136274061
medquad_4106,True,4.632391929937363e-06,1.5067405231767335,0.6551713736108437,0.0,0.3275856868054218
medquad_8488,False,0.9877601792905082,1.6000818963740377,0.6957587174512184,0.9877601269040743,0.8417594221776463
medquad_10882,False,0.9996186290734206,2.141540724672332,0.9311996038103233,0.9996186316720135,0.9654091177411683
medquad_8802,True,0.0008873141507159676,0.7108934945630931,0.30911564410701353,0.0008826858515874518,0.1549991649793005
medquad_2763,False,0.9971247516017655,1.5864343636642548,0.6898244025414318,0.9971247426367964,0.8434745725891142
medquad_833,False,0.999999387741559,2.150842689797061,0.935244348857201,0.9999993921056463,0.9676218704814237
medquad_2550,False,0.9998272270693345,2.1630568828784567,0.9405554090799751,0.9998272306351504,0.9701913198575628
medquad_7009,True,0.0014119715285735301,1.8384508934516743,0.7994079794438065,0.0014073456621660268,0.40040766255298627
medquad_8939,True,0.0009461003393316236,1.0179985827239761,0.44265321036894145,0.0009414723127817513,0.2217973413408616
medquad_6579,True,0.9983472640378075,2.254084596838908,0.9801367115502801,0.99834726074136,0.9892419861458202
medquad_5843,False,0.9999996223707631,2.2589862218702903,0.9822680701719793,0.9999996267359383,0.9911338484539588
medquad_5328,True,0.9982166379735706,2.2793738674363038,0.9911331677416749,0.9982166340714388,0.9946749009065569
medquad_2612,True,0.9810528341343683,1.3401995174685326,0.5827548574330447,0.9810527506474483,0.7819038040402465
medquad_13877,False,0.9996781165610213,2.203925593098065,0.9583262253555148,0.9996781194354447,0.9790021723954798
medquad_8615,False,0.9763410555500238,2.2919293413288164,0.9965926260558041,0.9763409502156216,0.9864667881357129
medquad_5122,False,0.999724123704504,2.255725398397,0.9808501762737027,0.9997241267922524,0.9902871515329776
medquad_6387,False,0.9999680942537447,2.2931542968388103,0.997125269713919,0.9999680984727309,0.998546684093325
medquad_7021,True,0.003092080940745756,0.22336540742701202,0.09712529699045985,0.003087462864636537,0.0501063799275482
medquad_9803,False,0.6898962208918064,2.142924098471887,0.9318011320087956,0.6898947873756276,0.8108479596922116
medquad_380,False,0.9375847792644881,2.2431894657332494,0.9753992150123131,0.9375844942257462,0.9564918546190296
medquad_10399,False,0.9999843066401479,1.9973036428838373,0.8684814346581797,0.9999843109343074,0.9342328727962436
medquad_9974,False,0.9992789295588214,2.0416721876127166,0.8877740732698011,0.9992789305823023,0.9435265019260517
medquad_8571,False,0.9988824880597493,2.27829602415865,0.9906644924456333,0.998882487245018,0.9947734898453257
medquad_11458,False,0.991089803074796,2.2610032573249854,0.9831451315300213,0.9910897661270962,0.9871174488285588
medquad_10546,False,0.9999922291623701,2.280756484671215,0.9917343669654569,0.9999922334932646,0.9958633002293608
medquad_13812,False,0.9958316886305308,2.286906873446705,0.9944087217068975,0.9958316736699128,0.9951201976884052
medquad_3901,False,0.9999979064044163,2.2807420215171264,0.9917280779963974,0.999997910761635,0.9958629943790163
medquad_3051,False,0.9999542197801251,2.279438999368426,0.9911614888605259,0.9999542239347784,0.9955578563976522
medquad_8149,False,0.999990262731209,1.8169112020067728,0.7900419412879092,0.9999902670529855,0.8950161041704474
medquad_33,False,0.9979902941935945,2.264544228221976,0.984684841075767,0.9979902892419563,0.9913375651588616
medquad_12595,False,0.9993629838518228,2.1531340827993013,0.9362407082685711,0.999362985265045,0.967801846766808
medquad_6020,False,0.9999964693027498,2.278754513983109,0.9908638561737981,0.9999964736533049,0.9954301649135515
medquad_3988,False,0.999999995633094,1.17383517786018,0.5104151604351427,1.0,0.7552075802175713
medquad_10243,False,0.9999942518051008,2.1135636198419356,0.9190344048796276,0.9999942561453738,0.9595143305125007
medquad_4140,False,0.9999973368328545,1.9648798161897734,0.8543826812589668,0.9999973411874321,0.9271900112231994
medquad_13480,False,0.9985999654331923,2.285977592445046,0.9940046452909771,0.9985999633084657,0.9963023042997214
medquad_13535,False,0.9999910396337515,2.2576884717135806,0.9817037734402615,0.9999910439591304,0.9908474086996959
medquad_4529,False,0.9999988721591782,2.2740723716864513,0.9888279345583928,0.9999988765208747,0.9944134055396338
medquad_8694,True,0.006838297019334472,1.0313942049722393,0.44847798782316617,0.006833696313606298,0.22765584206838624
medquad_12238,False,0.999615990080978,2.143739927235737,0.932155876335122,0.9996159926673345,0.9658859345012283
medquad_7217,False,0.999571834196212,2.291875012774239,0.9965690025365709,0.9995718365778273,0.9980704195571991
medquad_8892,False,0.9996496522553205,2.25695242100868,0.9813837187633221,0.9996496549977612,0.9905166868805416
medquad_5576,False,0.9975898135530161,2.0180733924093888,0.8775126813240083,0.9975898067444372,0.9375512440342227
