id,is_correct,internal_signal_score,semantic_entropy,se_normalized,is_normalized,hybrid_0.5_0.5
515df98f298dcd4e51000030,True,0.7890741639926209,2.220446049250313e-16,1.949010231630771e-16,0.7890741639920617,0.39453708199603094
52e0c9a298d0239505000010,False,0.9999999999953385,0.7861729521989967,0.34503408181985534,0.9999999999953385,0.6725170409075969
62121c583a8413c653000016,False,1.4076267728646563e-05,2.220446049250313e-16,1.949010231630771e-16,1.4076265077249258e-05,7.038132538722079e-06
5a7a44b4faa1ab7d2e000010,True,0.03225159402989397,2.220446049250313e-16,1.949010231630771e-16,0.03225159402732805,0.016125797013664123
5c61bd04e842deac67000002,True,0.009722646862176942,1.5604522130545517,0.6848482831278528,0.009722646859551288,0.34728546499370205
530cf4e0c8a0b4a00c000004,False,0.5757451988040406,1.9831410059962846,0.870357132243382,0.5757451988029157,0.7230511655231489
58dd2cb08acda34529000029,True,2.589894411964e-05,2.220446049250313e-16,1.949010231630771e-16,2.5898941468274043e-05,1.2949470734234472e-05
5e36e254b5b409ea53000010,False,0.9999999999999926,2.2751564557141384,0.9985163143785472,0.9999999999999925,0.9992581571892698
518cb5ab310faafe08000008,False,0.9999999961522961,1.7905225639411497,0.7858211187489339,0.9999999961522961,0.892910557450615
533ea8fcc45e133714000010,False,0.9999919159994618,1.9534294182638232,0.8573173674384423,0.9999919159994618,0.9286546417189521
58bbbe6822d300530900001a,True,0.9999999999500985,0.3028499665316452,0.13291421415496713,0.9999999999500985,0.5664571070525328
5a7639419e632bc066000005,True,0.9999999999995308,1.725026546586529,0.7570763519039296,0.9999999999995308,0.8785381759517302
5177def18ed59a060a000034,False,0.9999999972218836,2.18277479407343,0.9579720273841427,0.9999999972218836,0.9789860123030132
5e5b5c6fb761aafe0900000a,True,0.020013713107683073,2.220446049250313e-16,1.949010231630771e-16,0.020013713105084704,0.010006856552542449
56f15c5a2ac5ed1459000012,True,5.905873312728183e-06,2.220446049250313e-16,1.949010231630771e-16,5.905870661309214e-06,2.952935330752058e-06
6027f8ae1cb411341a0000ed,False,0.9182909369332859,1.9509107532920222,0.8562119805721982,0.9182909369330693,0.8872514587526337
58917c88621ea6ff7e00000a,False,0.1920167569763349,2.073875505246797,0.9101785157579353,0.1920167569741926,0.5510976363660639
5311bf53e3eabad021000006,False,0.00012011034079162375,2.1309957168924454,0.935247325010894,0.00012011033814050759,0.4676837176745173
5c85234775a4a5d219000007,False,0.9999999875660247,0.24767419930402634,0.10869877894972649,0.9999999875660247,0.5543493832578756
5a6e49a4b750ff445500004b,False,0.0034237748816894342,0.06598693330664109,0.028960219099221845,0.0034237748790470774,0.016191996989134462
5a6fabfeb750ff4455000062,True,1.2076403226313204e-06,2.220446049250313e-16,1.949010231630771e-16,1.207637671199895e-06,6.03818835697398e-07
5cebe41ea49efeb44c000006,True,0.018602549890475828,0.07113672370451478,0.03122034926081674,0.01860254988787372,0.02491144957434523
5e30b870fbd6abf43b000038,True,0.9736470600145474,1.069269160657421,0.46927880440783165,0.9736470600144775,0.7214629322111545
5ab2cc66fcf4565872000015,True,0.021153768204630996,1.5259804237713408,0.6697193701695123,0.02115376820203565,0.345436569185774
58a342e760087bc10a00001c,False,0.7577916846431878,1.23439309101657,0.5417480791883936,0.7577916846425456,0.6497698819154696
56c3326750c68dd41600000b,False,0.9999999506493762,1.8640692570275172,0.8180991507633427,0.9999999506493762,0.9090495507063594
51be1750047fa84d1d000005,True,1.0000841377255654e-08,2.220446049250313e-16,1.949010231630771e-16,9.998189942654753e-09,4.999095068777889e-09
605b9c2a94d57fd879000035,True,0.00011704691874869777,0.5456802030533655,0.23948708398216817,0.00011704691609757348,0.11980206544913287
601cb4541cb411341a000024,False,0.999999999999372,1.4445817587740757,0.6339952797386011,0.9999999999993718,0.8169976398689864
5c92871decadf2e73f000016,False,0.9999993690951139,1.0936048977710746,0.47995922617372005,0.9999993690951139,0.7399792976344169
5327139ad6d3ac6a3400000d,False,0.9643890287622401,0.3150104827919741,0.13825119827608445,0.9643890287621457,0.551320113519115
5a722a052dc08e987e000002,True,6.998788659728916e-08,-0.0,9.745051158153855e-17,6.99852351628473e-08,3.4992617630148905e-08
56ffd805cf1c32585100000a,False,0.9999481991623513,1.8187682388158146,0.7982175265221885,0.9999481991623512,0.8990828628422698
58848ea5e56acf517600000e,True,0.00037012546076553576,2.220446049250313e-16,1.949010231630771e-16,0.0003701254581150825,0.0001850627290576387
5e338cf5fbd6abf43b00005d,True,1.0274241130980855e-05,-2.220446049250313e-16,0.0,1.027423847957347e-05,5.137119239786735e-06
58efa1b870f9fc6f0f000003,False,0.9999999981019231,2.0830511400452463,0.9142055008112139,0.9999999981019231,0.9571027494565685
624f0813e764a5320400000a,True,0.5039464722803455,2.052841106099394,0.9009469788853471,0.5039464722790302,0.7024467255821887
56c079b1ef6e394741000022,True,0.9999998434517415,0.1760736048793754,0.07727484699434166,0.9999998434517415,0.5386373452230416
58add7699ef3c34033000009,False,0.9999999999788167,2.22910517107311,0.9783054146416656,0.9999999999788167,0.9891527073102412
56e30dd551531f7e33000016,False,0.9999998146588014,1.9925050610610597,0.8744668108228193,0.9999998146588014,0.9372333127408103
