id,hybrid_meta_score
588f2de394c1512c50000001,0.7951065264460248
5a6f960fb750ff445500005c,0.9182277516094532
58a6b98860087bc10a000028,0.13019995597101025
5c928958ecadf2e73f000017,0.933808179722568
5d3856ca7bc3fee31f000016,0.17196745713960768
5e2dbf48fbd6abf43b00001a,0.35804732537401374
530cf4e0c8a0b4a00c000004,0.8593641672978671
5e44c76f48dab47f26000022,0.16249220622866598
5e806ff7835f4e4777000027,0.13920383035826658
5a7240aa2dc08e987e00000d,0.9258398974089097
5cd96f33a49efeb44c000004,0.542675512404631
53443b13aeec6fbd0700000e,0.13723051758583193
5c8972d4d558e5f232000006,0.3660979971707049
533c3af6c45e13371400000d,0.8950304909044217
531375a6e3eabad021000011,0.910215448244718
51766e438ed59a060a000031,0.8970171128690703
5d35e421b3a638076300000d,0.8505944238589896
601dc46c1cb411341a000050,0.2576588055280941
5c928afeecadf2e73f000018,0.15944120127254013
532f0b2cd6d3ac6a3400002c,0.8466219246949687
58dbbdac8acda3452900001e,0.22734488168561967
52c7311903868f1b0600001d,0.8517386344630181
60490dc71cb411341a000167,0.15001980610030263
5be2a070133db5eb78000013,0.528820654363634
56c079b1ef6e394741000022,0.8039107642435571
5544f3005beec11c10000008,0.14189427013650066
5363bad27d100faa0900000e,0.8433536503263754
602496791cb411341a00009d,0.6972209661361392
56e30dd551531f7e33000016,0.7402088154644971
53262cdcd6d3ac6a34000003,0.9180666326396143
58dd2cb08acda34529000029,0.12603044621114776
5c5217fd7e3cb0e231000005,0.19773844677067937
515df98f298dcd4e51000030,0.16275353381463786
5e42d1a748dab47f26000010,0.8008631138688354
550e866271445a662f000005,0.5610931289639479
6025d9e41cb411341a0000b7,0.2936318998612607
61f7d4da882a024a10000033,0.15891114198786088
587f7a69d8d850a152000001,0.7883233194917378
5c7161f47c78d69471000066,0.8742912504962044
5c74111f7c78d694710000a1,0.8305700211547868
61f58a1a882a024a10000009,0.20357026517572765
5162e9df298dcd4e5100004b,0.09775468418555329
587e07023ec846c24f000001,0.7870698773948779
54edf81f94afd61504000014,0.6880629564246497
623e02e0f0baec9a1b000005,0.8820465260321728
5e360f3d158f994d3a000009,0.825273250894601
5516fc8832767d0305000002,0.14228641710651346
5ab2cc66fcf4565872000015,0.815122488886621
55192892622b194345000012,0.823902817998387
61f5914e882a024a1000000d,0.28941873712672317
5a882b5761bb38fb24000013,0.8563178882049916
589a247078275d0c4a000035,0.647839296185064
589a246f78275d0c4a000034,0.20285937850862212
5c7d6b3e45e140a523000001,0.7382154539996769
5721f6f90fd6f91b68000012,0.10698077695471574
5a981bcffcd1d6a10c00002d,0.6590980045052083
5e52c0c76d0a27794100004b,0.12287266266440365
5e342175fbd6abf43b000064,0.8722482641192586
56f96333cf1c325851000004,0.7824268871947228
56cf4b623975bb303a00000a,0.8671635287425387
621b4a223a8413c65300003a,0.8380270459623692
51680b0e298dcd4e51000065,0.13448618071778176
593ff22b70f9fc6f0f000023,0.7872537590534696
601ff55a1cb411341a000077,0.7751368410731463
5a7612b483b0d9ea6600001d,0.20741029402015945
5ac725250340b9f058000006,0.903655406557656
536787467d100faa09000010,0.8073062212782539
5e7641a0c6a8763d23000011,0.882449128747447
626aa929e764a53204000039,0.7218972986219889
5c72a9147c78d6947100006e,0.8731914346080804
52b2e498f828ad283c000010,0.25707932747039575
5c85234775a4a5d219000007,0.6759648575313142
58a45d6060087bc10a00001d,0.9421966992511935
5e361c8792b3349b55000001,0.9082898737106021
5fe31316a43ad31278000043,0.8702514031885553
5c57041807647bbc4b000015,0.7935986132212002
5896399978275d0c4a00000b,0.128454161285924
61f6055b882a024a10000021,0.8321070423601191
5e36d5b9b5b409ea53000009,0.7063164118884402
532ff558d6d3ac6a34000037,0.14810110353416273
6278c73756bf9aee6f00000b,0.9610017850222355
5a76160a83b0d9ea66000020,0.7430291508876719
53551206a0726bee57000001,0.5881547099364868
51635202298dcd4e5100004f,0.4299640869458225
5e669e0e1af46fc130000019,0.6359681590558488
602357ff1cb411341a00009a,0.5286798128457498
5a80dbaafaa1ab7d2e000026,0.16048331572259847
5321bb019b2d7acc7e00000b,0.1286467207957759
5a6a02a3b750ff4455000021,0.6675063880243542
52e0c9a298d0239505000010,0.7932087454869875
5a96c74cfcd1d6a10c000029,0.6893889362058825
5e763645c6a8763d2300000d,0.2406149256866264
531d2aa5267d7dd053000003,0.16427028456017093
61f9cb19c9dfcb9c09000002,0.11966818457116934
5a7639419e632bc066000005,0.6385567690417159
5165932e298dcd4e51000059,0.8642877899183612
52b2f09f4003448f55000008,0.1467805496348212
5c8fea130101eac87000000d,0.13740942531521147
605b9c2a94d57fd879000035,0.22578303152568227
56c3326750c68dd41600000b,0.8627454080887502
5e920fe42d3121100d00000f,0.8940122299117814
6238a32a3a8413c6530000b9,0.9043117650964395
5e776db8835f4e4777000011,0.8109028432972245
588f341594c1512c50000002,0.7748804811519784
5548da00f35db7552600000b,0.8351064806510259
518cb5ab310faafe08000008,0.7919289313828058
5e30b870fbd6abf43b000038,0.2982999486682569
622dc4b63a8413c6530000a4,0.14718198641590394
5fdb4311a43ad31278000028,0.16793494734404316
553f7a71ab98a37113000009,0.647191425431588
533ea8fcc45e133714000010,0.7085859068794877
5a6e3155b750ff445500003f,0.7432426190721095
5506eca18e1671127b00000f,0.6851353758064161
603219c21cb411341a000133,0.8098213305590566
5321bc309b2d7acc7e00000d,0.731373661703456
621ecac13a8413c65300005f,0.8360798627279634
6217e1ac3a8413c653000031,0.2561535098938667
552fa6f5bc4f83e828000002,0.18928855238297826
550ae16bc2af5d5b70000009,0.12433514597811623
5505db6a8e1671127b000003,0.7510303742909716
54d630283706e89528000004,0.33698294005431545
58e79e703e8b6dc87c00000a,0.6886825866915341
601d72c21cb411341a000038,0.5614570400383885
5a75ee7e83b0d9ea66000005,0.8735809237106553
5e2894109499698331000002,0.7744494608615992
5a773c50faa1ab7d2e000002,0.13003297382748574
56ffd805cf1c32585100000a,0.8530466979766546
530cefaaad0bf1360c000004,0.20637232292936178
5be44d8b133db5eb78000015,0.6152297479705199
530e131b5937551c09000002,0.1410971171826718
5a9d99ac4e03427e73000002,0.8744828659487424
5a6e49a4b750ff445500004b,0.13138828041135464
5c7f806d617e120c34000001,0.13611549587424726
53124bdae3eabad02100000b,0.24027392154071706
530f900ee3eabad021000003,0.8713246576456302
601eb56c1cb411341a000058,0.8248037091613285
56c71cb65795f9a73e00000b,0.1219757357684246
53161545b166e2b806000002,0.7982137154077551
5fdb84f2a43ad31278000030,0.8987029586667248
54e12ae3ae9738404b000004,0.10975420235547731
5e9208da2d3121100d00000a,0.5712931884075642
589a245778275d0c4a000024,0.24001684896004258
5c7006037c78d6947100005d,0.9029309300045141
621e9aa13a8413c653000053,0.22626937095157046
5a9d31711d1251d03b00001c,0.9067226826612651
56ffdc1ccf1c32585100000b,0.7562931804917257
5c580fe107647bbc4b00001b,0.9383246123618162
55031650e9bde69634000026,0.12740743159178433
5357b9bcf1005d6b58000008,0.9293844379770037
51487dead24251bc05000030,0.7141644045608999
55411d9f379ddf3f47000001,0.8640535953207632
56e073ad51531f7e3300000e,0.17184234671116028
58bbbe6822d300530900001a,0.4201614270743942
516e5f25298dcd4e5100007d,0.5994981319287198
51406e6223fec90375000009,0.25062357844880034
587e0116ae05ffb474000002,0.7690276334897707
622664fa3a8413c653000086,0.7995087182548101
5c76d0417c78d694710000a8,0.584791387995585
605cc21d94d57fd879000036,0.8045412300892997
589c42b178275d0c4a00003f,0.3216071646372294
6057c2f894d57fd879000033,0.7932308859709277
5314a7a4dae131f847000003,0.8461568292317542
60329dc11cb411341a000147,0.8743454397036278
530cefaaad0bf1360c000010,0.10835969513863399
5c7036127c78d69471000064,0.7706511050928113
511a4ec01159fa8212000004,0.12603044621114776
624f0813e764a5320400000a,0.8857673542540293
5a8b27e6fcd1d6a10c00001e,0.6279903824740759
5a6e18d8b750ff4455000038,0.13542685620758543
550899c92e93f0133a000003,0.13428204167460137
56b1f4300a360a5e4500001b,0.49768058184428493
5a8980d2fcd1d6a10c00000d,0.4436572201140471
5c92871decadf2e73f000016,0.8372895798612197
589644c478275d0c4a00000d,0.13517680851769917
5506e2ff8e1671127b00000d,0.5905173756320995
5150b807d24251bc05000072,0.8156956238081041
56b330bb39c782df06000001,0.5382868918961605
5a89800efcd1d6a10c00000c,0.8047286289961871
6031270b1cb411341a00012c,0.5060522195799325
54ff106b6ad7dcbc1200000c,0.15214816545339538
51595fb0d24251bc0500009c,0.8673947128453654
5e290a268b3851296d00000d,0.20017932270630956
51763a278ed59a060a000030,0.1530608766639216
5aa82180d6d6b54f79000015,0.1995309308442033
51640b4a298dcd4e51000050,0.369209930280027
62211ebc3a8413c653000071,0.7898181576321935
55031963e9bde6963400002a,0.09775468418555329
5d36b8a37bc3fee31f000009,0.8943538360308694
5cebf83ea49efeb44c00000a,0.30255814579181145
5e338cf5fbd6abf43b00005d,0.31009041965810213
571f34ac0fd6f91b68000005,0.33921614980406767
601ee4c61cb411341a000066,0.5959153424086162
53592c1e9a4572de6f000002,0.8370216648959878
52f89fc62059c6d71c000050,0.24027392154071686
5a6d022ab750ff445500002a,0.2567282857643129
533c38b3c45e133714000009,0.9222513263783279
5a8a9f18fcd1d6a10c00001a,0.14650063311735123
56cdf4875795f9a73e000040,0.703344974244334
5895b7157d9090f353000009,0.9335832223905082
5cb39707ecadf2e73f000060,0.9169825991680425
5c65468ce842deac6700001e,0.83536540145976
56e6dfc2edfc094c1f000003,0.7149036346094194
56c332a350c68dd41600000d,0.2569399819955491
5149aafcd24251bc05000045,0.8518097126914139
622dd1433a8413c6530000a5,0.12482290668884295
6027f8ae1cb411341a0000ed,0.874751661360336
53357ca0d6d3ac6a3400004b,0.3243554128997187
5a7428090384be9551000001,0.8932170450783128
606a23c694d57fd87900004d,0.8510120260288394
58bfd8e902b8c60953000018,0.6884768284860215
58a5add260087bc10a000022,0.20708768318201512
5a7a44b4faa1ab7d2e000010,0.1327067055631911
5713b29f1174fb175500000f,0.892804693505679
52b2ed144003448f55000004,0.25407486959634507
