id,hybrid_meta_score
5c8972d4d558e5f232000006,0.35145264191068215
533c3af6c45e13371400000d,0.98
531375a6e3eabad021000011,1.0
51766e438ed59a060a000031,0.61
5d35e421b3a638076300000d,0.85
601dc46c1cb411341a000050,0.12247660956502507
5c928afeecadf2e73f000018,0.10805850727345642
532f0b2cd6d3ac6a3400002c,0.99
58dbbdac8acda3452900001e,0.1643911045297821
52c7311903868f1b0600001d,0.87
60490dc71cb411341a000167,0.10805850727345642
5be2a070133db5eb78000013,0.98
56c079b1ef6e394741000022,0.97
5c74111f7c78d694710000a1,1.0
5363bad27d100faa0900000e,0.96
602496791cb411341a00009d,0.73
56e30dd551531f7e33000016,1.0
53262cdcd6d3ac6a34000003,0.96
58dd2cb08acda34529000029,0.1643911045297821
5c5217fd7e3cb0e231000005,0.12247660956502507
515df98f298dcd4e51000030,0.08342040898051327
5e42d1a748dab47f26000010,0.94
550e866271445a662f000005,0.84
6025d9e41cb411341a0000b7,0.1406178115512117
61f7d4da882a024a10000033,0.21460856538604126
587f7a69d8d850a152000001,0.97
5c7161f47c78d69471000066,0.89
5c6aef167c78d69471000023,0.85
61f58a1a882a024a10000009,0.1406178115512117
5162e9df298dcd4e5100004b,0.08342040898051327
587e07023ec846c24f000001,0.93
54edf81f94afd61504000014,0.75
5327139ad6d3ac6a3400000d,0.45169230769230767
623e02e0f0baec9a1b000005,0.98
61f5914e882a024a1000000d,0.46548847354929584
5e360f3d158f994d3a000009,1.0
5516fc8832767d0305000002,0.1406178115512117
5ab2cc66fcf4565872000015,0.91
6206cfd5c9dfcb9c09000040,0.96
5e2b0d71fbd6abf43b000001,0.10805850727345642
5a882b5761bb38fb24000013,1.0
589a247078275d0c4a000035,0.48
589a246f78275d0c4a000034,0.12247660956502507
5c7d6b3e45e140a523000001,0.44
5721f6f90fd6f91b68000012,0.08342040898051327
5a981bcffcd1d6a10c00002d,0.91
5e52c0c76d0a27794100004b,0.12247660956502507
5e342175fbd6abf43b000064,0.96
56f96333cf1c325851000004,0.54
56cf4b623975bb303a00000a,0.57
621b4a223a8413c65300003a,0.9
61f60735882a024a10000022,0.43096020761245674
593ff22b70f9fc6f0f000023,0.98
601ff55a1cb411341a000077,0.93
5a7612b483b0d9ea6600001d,0.08342040898051327
5ac725250340b9f058000006,1.0
536787467d100faa09000010,1.0
5e7641a0c6a8763d23000011,0.67
626aa929e764a53204000039,0.35215664386314705
5c72a9147c78d6947100006e,0.9
52b2e498f828ad283c000010,0.96
5c85234775a4a5d219000007,0.72
58a45d6060087bc10a00001d,1.0
5e361c8792b3349b55000001,1.0
5fe31316a43ad31278000043,0.64
5c57041807647bbc4b000015,0.99
5896399978275d0c4a00000b,0.12247660956502507
61f6055b882a024a10000021,1.0
5e36d5b9b5b409ea53000009,0.99
532ff558d6d3ac6a34000037,0.1643911045297821
6278c73756bf9aee6f00000b,0.78
5a76160a83b0d9ea66000020,0.9
53551206a0726bee57000001,0.6
51635202298dcd4e5100004f,0.61
5e669e0e1af46fc130000019,0.94
602357ff1cb411341a00009a,0.6
5a80dbaafaa1ab7d2e000026,0.10805850727345642
5321bb019b2d7acc7e00000b,0.1643911045297821
5a6a02a3b750ff4455000021,0.99
52e0c9a298d0239505000010,0.98
5a96c74cfcd1d6a10c000029,0.6609602076124568
5e763645c6a8763d2300000d,0.1406178115512117
531d2aa5267d7dd053000003,0.10805850727345642
61f9cb19c9dfcb9c09000002,0.1643911045297821
5a7639419e632bc066000005,0.56
5165932e298dcd4e51000059,0.97
52b2f09f4003448f55000008,0.08342040898051327
6238a32a3a8413c6530000b9,0.99
605b9c2a94d57fd879000035,0.08342040898051327
56c3326750c68dd41600000b,0.85
5e920fe42d3121100d00000f,1.0
56cdf3995795f9a73e00003a,0.1643911045297821
5e776db8835f4e4777000011,0.99
588f341594c1512c50000002,0.85
5548da00f35db7552600000b,0.61
518cb5ab310faafe08000008,0.93
5e30b870fbd6abf43b000038,0.42
622dc4b63a8413c6530000a4,0.10805850727345642
5fdb4311a43ad31278000028,0.1643911045297821
553f7a71ab98a37113000009,0.81
533ea8fcc45e133714000010,0.57
5a6e3155b750ff445500003f,0.95
55032d8be9bde69634000033,0.1643911045297821
5c7d5fcfd774d04240000011,0.98
5321bc309b2d7acc7e00000d,0.87
58cdb41302b8c60953000042,0.24473997683094087
6217e1ac3a8413c653000031,0.1406178115512117
552fa6f5bc4f83e828000002,0.10805850727345642
53443b13aeec6fbd0700000e,0.08342040898051327
5505db6a8e1671127b000003,1.0
54d630283706e89528000004,0.1643911045297821
58e79e703e8b6dc87c00000a,0.93
601d72c21cb411341a000038,0.805394607541382
5a75ee7e83b0d9ea66000005,1.0
5e2894109499698331000002,0.99
5a773c50faa1ab7d2e000002,0.1406178115512117
601f19d11cb411341a000073,0.9
530cefaaad0bf1360c000004,0.1406178115512117
5c53131e7e3cb0e231000012,1.0
530e131b5937551c09000002,0.1643911045297821
5a9d99ac4e03427e73000002,0.95
5a6e49a4b750ff445500004b,0.1643911045297821
5c7f806d617e120c34000001,0.1406178115512117
53124bdae3eabad02100000b,0.5913349514563107
530f900ee3eabad021000003,1.0
601eb56c1cb411341a000058,0.86
56c71cb65795f9a73e00000b,0.1406178115512117
606b648394d57fd879000069,1.0
5fdb84f2a43ad31278000030,1.0
589644c478275d0c4a00000d,0.1643911045297821
5e9208da2d3121100d00000a,0.94
5c961603ecadf2e73f000022,0.94
60234bd51cb411341a000093,0.12247660956502507
621e9aa13a8413c653000053,0.1406178115512117
5a9d31711d1251d03b00001c,0.97
56ffdc1ccf1c32585100000b,0.88
5c580fe107647bbc4b00001b,0.93
55031650e9bde69634000026,0.08342040898051327
5357b9bcf1005d6b58000008,0.99
5be94f3d133db5eb78000022,0.99
55411d9f379ddf3f47000001,0.99
56e073ad51531f7e3300000e,0.1643911045297821
58bbbe6822d300530900001a,0.77
516e5f25298dcd4e5100007d,0.97
51406e6223fec90375000009,0.1643911045297821
5d35f1267bc3fee31f000004,1.0
622664fa3a8413c653000086,0.97
5c76d0417c78d694710000a8,1.0
53592c1e9a4572de6f000002,0.88
589c42b178275d0c4a00003f,0.64
5c0117fd133db5eb7800002a,0.99
5314a7a4dae131f847000003,0.99
60329dc11cb411341a000147,0.97
530cefaaad0bf1360c000010,0.1406178115512117
5c7036127c78d69471000064,0.99
530cf4e0c8a0b4a00c000004,0.99
58df5efbc784871774000001,0.10805850727345642
5c0e838b133db5eb7800002e,0.12247660956502507
624f0813e764a5320400000a,0.86
5a8b27e6fcd1d6a10c00001e,0.98
5a6e18d8b750ff4455000038,0.10805850727345642
550899c92e93f0133a000003,0.12247660956502507
56b1f4300a360a5e4500001b,0.91
5a8980d2fcd1d6a10c00000d,0.82
602c1d3b1cb411341a00011e,1.0
5e5508e2b761aafe09000006,0.08342040898051327
5506e2ff8e1671127b00000d,0.58
5c92871decadf2e73f000016,0.46
52f89fc62059c6d71c000050,0.96
58e75d483e8b6dc87c000005,0.47
5c9ff25eecadf2e73f000043,0.96
6031270b1cb411341a00012c,0.97
54ff106b6ad7dcbc1200000c,0.08342040898051327
5ac721230340b9f058000005,0.99
5e290a268b3851296d00000d,0.12247660956502507
51763a278ed59a060a000030,0.1406178115512117
5aa82180d6d6b54f79000015,0.08342040898051327
51640b4a298dcd4e51000050,0.12247660956502507
587e0116ae05ffb474000002,0.93
55031963e9bde6963400002a,0.08342040898051327
5c93e8bdecadf2e73f00001c,0.95
5cebf83ea49efeb44c00000a,0.8323317559060546
5e338cf5fbd6abf43b00005d,0.1406178115512117
571f34ac0fd6f91b68000005,0.36712561270319044
601ee4c61cb411341a000066,0.52
601bde6e1cb411341a000006,1.0
517404878ed59a060a000023,0.08342040898051327
535d59349a4572de6f000009,0.98
553c9f96f32186855800000c,0.63
5a8a9f18fcd1d6a10c00001a,0.08342040898051327
56cdf4875795f9a73e000040,0.88
5895b7157d9090f353000009,0.97
5cb39707ecadf2e73f000060,0.10805850727345642
622b95dc3a8413c653000092,0.1406178115512117
56e6dfc2edfc094c1f000003,0.82
56c332a350c68dd41600000d,0.5559454010713207
5149aafcd24251bc05000045,1.0
61f9605f882a024a1000004f,0.1406178115512117
6027f8ae1cb411341a0000ed,0.79
53357ca0d6d3ac6a3400004b,0.99
589a245778275d0c4a000024,0.12247660956502507
5328185dd6d3ac6a3400000e,0.10805850727345642
601d73261cb411341a00003a,0.8404767812011642
533c38b3c45e133714000009,0.99
5fd78702a43ad31278000005,0.3115761689291101
5ab144fefcf4565872000012,0.12247660956502507
5354f289288f4dae47000008,0.88
58adc1ff9ef3c34033000006,0.94
5e46eb7a3f5415952900000d,0.93
571f2b5bbb137a4b0c000010,1.0
5c8fe7cb0101eac87000000c,0.83
